id	type	name	description
PP7435_Chr3-0298	ORF	SVF1	Protein with a potential role in cell survival pathways, required for the diauxic growth shift, expression in mammalian cells increases survival under conditions inducing apoptosis, enriched in cytosol, S. cerevisiae mutant has increased aneuploidy tolerance
PP7435_Chr3-0299	ORF	TDA3	Putative oxidoreductase involved in late endosome to Golgi transport, physical and genetical interactions with Btn2p, enriched in cytosol in glucose-grown cells, S. cerevisiae null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele, similar to human FOXRED1
PP7435_Chr3-0300	ORF	SAM2	S-adenosylmethionine synthetase, catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine, enriched in cytosol, Pichia pastoris does not have the paralog SAM1
PP7435_Chr3-0301	ORF	PP7435_Chr3-0301	Hypothetical protein not conserved
PP7435_Chr3-0303	ORF	YAK1-2	Serine-threonine protein kinase, component of a glucose-sensing system that inhibits growth in response to glucose availability, upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation, the co-repressor Crf1p to inhibit transcription of ribosomal genes, and the stress-responsive transcription factors Hsf1p and Msn2p, known in S. cerevisiae as nuclear protein whose localization in negatively regulated by the Ras/PKA signaling pathway in the presence of glucose
PP7435_Chr3-0304	ORF	PP7435_Chr3-0304	Hypothetical protein not conserved (domain: ABC_ATPase superfamily)
PP7435_Chr3-0305	ORF	PP7435_Chr3-0305	Protein with low similarity to putative zinc-finger proteins
PP7435_Chr3-0306	ORF	NUP159	FG-nucleoporin component of central core of the nuclear pore complex (NPC), also part of the NPC cytoplasmic filaments, contributes directly to nucleocytoplasmic transport, regulates ADP release from the ATP-dependent RNA helicase Dbp5p, forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p), enriched in cytosol
PP7435_Chr3-0307	ORF	PSA1-1	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis, required for normal cell wall structure, enriched in cytosol
PP7435_Chr3-0308	ORF	PP7435_Chr3-0308	Hypothetical protein not conserved
PP7435_Chr3-0309	ORF	FBP1	Fructose-1,6-bisphosphatase, key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism, undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions, glucose starvation results in redistribution to the periplasm, interacts with Vid30p, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells
PP7435_Chr3-0310	ORF	PP7435_Chr3-0310	Protein with similarity to YMR295C, enriched in microsome and Golgi in glucose-grown cells (Protein of unknown function that associates with ribosomes, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud, not an essential gene and protein abundance increases in response to DNA replication stress, Pichia pastoris does not have the paralog YGR273C)
PP7435_Chr3-0311	ORF	PP7435_Chr3-0311	Hypothetical protein not conserved
PP7435_Chr3-0312	ORF	FGH1	Esterase that can function as an S-formylglutathione hydrolase, non-essential intracellular esterase, may be involved in the detoxification of formaldehyde, which can be metabolized to S-formylglutathione, similar to human esterase D, enriched in cytosol, and additionally enriched in vacuole in glucose-grown cells
PP7435_Chr3-0313	ORF	YPS1-5	Aspartic protease, member of the yapsin family of proteases involved in cell wall growth and maintenance, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor, Pichia pastoris has also the paralog MKC7
PP7435_Chr3-0314	ORF	SYP1	Negative regulator of WASP-Arp23 complex, involved in endocytic site formation, enriched in plasma membrane in glucose-grown cells and among several compartments, in S. cerevisiae directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro, may regulate assembly and disassembly of the septin ring, colocalizes and interacts with septin subunits, potential role in actin cytoskeletal organization
PP7435_Chr3-0315	ORF	PYX500	Phenylacetate 2-hydroxylase (PYX500 is a a new name)
PP7435_Chr3-0316	ORF	ATG30	Autophagy-related protein which controls in Pichia pastoris the selective autophagy of peroxisomes (pexophagy) through the assembly of a receptor protein complex (RPC)
PP7435_Chr3-0317	ORF	RIM1	ssDNA-binding protein essential in S. cerevisiae for mitochondrial genome maintenance, involved in mitochondrial DNA replication, stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p, enriched in mitochondria in methanol-grown cells
PP7435_Chr3-0319	ORF	OPI3	Methylene-fatty-acyl-phospholipid synthase, catalyzes the last two steps in phosphatidylcholine biosynthesis, also known as phospholipid methyltransferase, enriched in mitochondria, and additionally enriched in Golgi in methanol-grown cells
PP7435_Chr3-0320	ORF	STE6-1	ATP-binding cassette (ABC) transporter required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport, known in S. cerevisiae as plasma membrane protein which contains 12 transmembrane domains and two ATP binding domains, expressed in S. cerevisiae only in MATa cells
PP7435_Chr3-0321	ORF	SEC5	Essential 107kDa subunit in S. cerevisiae of the exocyst complex, the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion, involved in assembly of the exocyst complex, required with Sec3p for ER inheritance where it promotes anchoring of the cortical ER at the bud tip
PP7435_Chr3-0322	tRNA	PP7435_Chr3-0322	Putative transfer RNA for Threonine (tRNA-Thr)
PP7435_Chr3-0323	ORF	FMO1-4	Flavin-containing monooxygenase, known in S. cerevisiae as protein of the cytoplasmic face of the ER membrane, catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins
PP7435_Chr3-0324	ORF	MOG1	Conserved nuclear protein that interacts with GTP-Gsp1p, which is a Ran homolog of the Ras GTPase family, and stimulates nucleotide release, involved in nuclear protein import, nucleotide release is inhibited by Yrb1p, enriched in cytosol
PP7435_Chr3-0325	ORF	UBA1	Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation, enriched in cytosol, in S. cerevisiae essential for viability and protein abundance increases in response to DNA replication stress
PP7435_Chr3-0326	ORF	MAS1	Beta subunit of the mitochondrial processing protease (MPP), known in S. cerevisiae as mitochondrial essential processing enzyme in S. cerevisiae that cleaves the N-terminal targeting sequences from mitochondrially imported proteins
PP7435_Chr3-0327	ORF	PP7435_Chr3-0327	Hypothetical protein conserved (domain: Alpha/beta hydrolase family)
PP7435_Chr3-0328	ORF	MGP12	Putative protein of unknown function, predicted to have thiol-disulfide oxidoreductase active site
PP7435_Chr3-0329	ORF	YUH1	Ubiquitin C-terminal hydrolase that cleaves ubiquitin-protein fusions to generate monomeric ubiquitin, hydrolyzes the peptide bond at the C-terminus of ubiquitin, also the major processing enzyme for the ubiquitin-like protein Rub1p
PP7435_Chr3-0330	ORF	DPP1-3	Diacylglycerol pyrophosphate (DGPP) phosphatase, zinc-regulated vacuolar membrane-associated lipid phosphatase, enriched in microsome, Golgi and vacuole, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol, involved in lipid signaling and cell metabolism
PP7435_Chr3-0331	ORF	PP7435_Chr3-0331	Protein with low similarity to ethanolamine kinase
PP7435_Chr3-0332	ORF	MRE11	Nuclease subunit of the MRX complex with Rad50p and Xrs2p, complex functions in repair of DNA double-strand breaks and in telomere stability, Mre11p associates with Ser/Thr-rich ORFs in premeiotic phase, nuclease activity required for MRX function, widely conserved, known in S. cerevisiae to form nuclear foci upon DNA replication stress
PP7435_Chr3-0333	ORF	GCN2	Protein kinase, phosphorylates in S. cerevisiae the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation, activated by uncharged tRNAs and the Gcn1p-Gcn20p complex, contributes to DNA damage checkpoint control
PP7435_Chr3-0334	ORF	BBC1	Protein possibly involved in assembly of actin patches, interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p, enriched in cytosol in glucose-grown cells, known in S. cerevisiae as protein of the cortical actin patches
PP7435_Chr3-0335	ORF	SSK1	Response regulator, part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism, known in S. cerevisiae as cytoplasmic protein, required for mitophagy, dephosphorylated form is degraded by the ubiquitin-proteasome system, potential Cdc28p substrate
PP7435_Chr3-0336	ORF	AGP2-2	Regulator of polyamine and carnitine transport, known in S. cerevisiae as plasma membrane protein, has similarity to transporters but lacks transport activity, may act as a sensor that transduces environmental signals, has a positive or negative regulatory effect on transcription of many transporter genes
PP7435_Chr3-0337	ORF	PP7435_Chr3-0337	Protein with similarity to YKL162C (Putative protein of unknown function, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion)
PP7435_Chr3-0338	ORF	RAT1	5' to 3' single-stranded RNA exonuclease, known in S. cerevisiae as nuclear protein, involved in RNA metabolism, including rRNA and snRNA processing as well as poly (A+) dependent and independent mRNA transcription termination
PP7435_Chr3-0339	ORF	TAZ1	Lyso-phosphatidylcholine acyltransferase, required for normal phospholipid content of mitochondrial membranes, major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin, mutations in human ortholog tafazzin cause Barth syndrome, a rare X-linked disease characterized by skeletal and cardiomyopathy and bouts of cyclic neutropenia
PP7435_Chr3-0340	ORF	PDR17	Phosphatidylinositol transfer protein (PITP), downregulates Plb1p-mediated turnover of phosphatidylcholine, enriched in vacuole and cytosol in glucose-grown cells, in S. cerevisiae found in the cytosol and microsomes and deletion affects phospholipid composition, homologous to Pdr16p
PP7435_Chr3-0341	ORF	THI6	Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase, required for thiamine biosynthesis, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
PP7435_Chr3-0342	ORF	THI20	Trifunctional enzyme of thiamine biosynthesis, degradation and salvage, has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities, member of a gene family with THI21 and THI22, HMP and HMP-P kinase activity redundant with Thi21p
PP7435_Chr3-0343	ORF	DAK2	Unique dihydroxyacetone kinase of Pichia pastoris essential for methanol assimilation in methylotrophic yeasts, required for detoxification of dihydroxyacetone (DHA), involved in stress adaptation, previously known in Pichia pastoris as DAK, enriched among several compartments
PP7435_Chr3-0344	ORF	SST2	GTPase-activating protein for Gpa1p, regulates desensitization to alpha factor pheromone, also required to prevent receptor-independent signaling of the mating pathway, member of the RGS (regulator of G-protein signaling) family
PP7435_Chr3-0345	ORF	GCD11	Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon, binds GTP when forming the ternary complex with GTP and tRNAi-Met, mutations in human ortholog cause X-linked intellectual disability (XLID), enriched in cytosol, and additionally enriched in plasma membrane in methanol-grown cells
PP7435_Chr3-0346	ORF	TWF1	Twinfilin, highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton, composed of two cofilin-like regions, enriched in cytosol, and additionally enriched in microsome in glucose-grown cells, known in S. cerevisiae as actin monomer protein that localizes to sites of rapid filament assembly
PP7435_Chr3-0347	tRNA	PP7435_Chr3-0347	Putative transfer RNA for Isoleucine (tRNA-Ile)
PP7435_Chr3-0348	ORF	PP7435_Chr3-0348	Hypothetical protein not conserved, enriched in vacuole and cytosol in glucose-grown cells
PP7435_Chr3-0349	ORF	PpMIT1	Transcription factor which mediates methanol signaling and regulates AOX1 promoter in Pichia pastoris, previously published in Pichia pastoris as MIT1, but not related to S. cerevisiae MIT1
PP7435_Chr3-0350	ORF	DAS2	Pichia pastoris dihydroxyacetone synthase variant 2, enriched among several compartments
PP7435_Chr3-0351	ORF	RVS161-2	Amphiphysin-like lipid raft protein, interacts with Rvs167p and regulates polarization of the actin cytoskeleton, endocytosis, cell polarity, cell fusion and viability following starvation or osmotic stress
