PP7435_Chr1-0001	PAS_chr1-3_0003
PP7435_Chr3-0236	PAS_chr3_0934
PP7435_Chr3-0238	PAS_chr3_0932
PP7435_Chr3-0239	PAS_chr3_0931
PP7435_Chr3-0240	PAS_chr3_0930
PP7435_Chr3-0241	
PP7435_Chr3-0242	PAS_chr3_0929
PP7435_Chr3-0243	PAS_chr3_0928
PP7435_Chr3-0244	PAS_chr3_1240
PP7435_Chr3-0245	PAS_chr3_1239
PP7435_Chr3-0246	PAS_chr3_0926
PP7435_Chr3-0248	PAS_chr3_0923
PP7435_Chr3-0249	PAS_chr3_0922
PP7435_Chr3-0250	no GS115 homolog
PP7435_Chr3-0251	homolog not anymore annotated
PP7435_Chr3-0252	homolog not anymore annotated
PP7435_Chr3-0253	PAS_chr3_0919
PP7435_Chr3-0254	PAS_chr3_1238
PP7435_Chr3-0255	PAS_chr3_0918
PP7435_Chr3-0256	PAS_chr3_0917
PP7435_Chr3-0257	PAS_chr3_0916
PP7435_Chr3-0258	PAS_chr3_0915
PP7435_Chr3-0259	PAS_chr3_0914
PP7435_Chr3-0260	PAS_chr3_0913
PP7435_Chr3-0261	PAS_chr3_0912
PP7435_Chr3-0262	PAS_chr3_0910
PP7435_Chr3-0263	PAS_chr3_0909
PP7435_Chr3-0264	PAS_chr3_0908
PP7435_Chr3-0265	PAS_chr3_0906
PP7435_Chr3-0266	PAS_chr3_0905
PP7435_Chr3-0267	PAS_chr3_0904
PP7435_Chr3-0268	PAS_chr3_1237
PP7435_Chr3-0269	PAS_chr3_0903
PP7435_Chr3-0270	PAS_chr3_0902
PP7435_Chr3-0271	PAS_chr3_0901
PP7435_Chr3-0272	PAS_chr3_0900
PP7435_Chr3-0273	PAS_chr3_0899
PP7435_Chr3-0274	PAS_chr3_1236
PP7435_Chr3-0275	PAS_chr3_0898
PP7435_Chr3-0276	PAS_chr3_0897
PP7435_Chr3-0277	PAS_chr3_0896
PP7435_Chr3-0278	PAS_chr3_0895
PP7435_Chr3-0279	
PP7435_Chr3-0280	PAS_chr3_0894
PP7435_Chr3-0281	PAS_chr3_1235
PP7435_Chr3-0282	PAS_chr3_0893
PP7435_Chr3-0283	PAS_chr3_0891
PP7435_Chr3-0284	PAS_chr3_0891
PP7435_Chr3-0285	PAS_chr3_0890
PP7435_Chr3-0286	PAS_chr3_0888
PP7435_Chr3-0287	PAS_chr3_0887
PP7435_Chr3-0288	PAS_chr3_0886
PP7435_Chr3-0289	PAS_chr3_0885
PP7435_Chr3-0290	PAS_chr3_0884
PP7435_Chr3-0291	PAS_chr3_0883
PP7435_Chr3-0292	PAS_chr3_0882
PP7435_Chr3-0293	PAS_chr3_0881
PP7435_Chr3-0294	PAS_chr3_0880
PP7435_Chr3-0295	homolog not anymore annotated
PP7435_Chr3-0296	PAS_chr3_0878
PP7435_Chr3-0297	no GS115 homolog
PP7435_Chr3-0298	PAS_chr3_1234
PP7435_Chr3-0299	PAS_chr3_0877
PP7435_Chr3-0300	PAS_chr3_0876
PP7435_Chr3-0301	no GS115 homolog
PP7435_Chr3-0303	PAS_chr3_0873
PP7435_Chr3-0304	PAS_chr3_0872
PP7435_Chr3-0305	PAS_chr3_0871
PP7435_Chr3-0306	PAS_chr3_1233
PP7435_Chr3-0307	PAS_chr3_0870
PP7435_Chr3-0308	PAS_chr3_0869
PP7435_Chr3-0309	PAS_chr3_0868
PP7435_Chr3-0310	PAS_chr3_1232
PP7435_Chr3-0311	PAS_chr3_1231
PP7435_Chr3-0312	PAS_chr3_0867
PP7435_Chr3-0313	PAS_chr3_0866
PP7435_Chr3-0314	PAS_chr3_0865
PP7435_Chr3-0315	PAS_chr3_0864
PP7435_Chr3-0316	PAS_chr3_1230
PP7435_Chr3-0317	PAS_chr3_0862
PP7435_Chr3-0319	PAS_chr3_0859
PP7435_Chr3-0320	PAS_chr3_0858
PP7435_Chr3-0321	PAS_chr3_1229
PP7435_Chr3-0322	
PP7435_Chr3-0323	PAS_chr3_0857
PP7435_Chr3-0324	PAS_chr3_1228
PP7435_Chr3-0325	PAS_chr3_0856
PP7435_Chr3-0326	PAS_chr3_0855
PP7435_Chr3-0327	PAS_chr3_0854
PP7435_Chr3-0328	PAS_chr3_1227
PP7435_Chr3-0329	PAS_chr3_0853
PP7435_Chr3-0330	no GS115 homolog
PP7435_Chr3-0331	homolog not anymore annotated
PP7435_Chr3-0332	PAS_chr3_0851
PP7435_Chr3-0333	PAS_chr3_0850
PP7435_Chr3-0334	PAS_chr3_1226
PP7435_Chr3-0335	PAS_chr3_0849
PP7435_Chr3-0336	PAS_chr3_0848
PP7435_Chr3-0337	PAS_chr3_0847
PP7435_Chr3-0338	PAS_chr3_0846
PP7435_Chr3-0339	PAS_chr3_0845
PP7435_Chr3-0340	PAS_chr3_0844
PP7435_Chr3-0341	PAS_chr3_0843
PP7435_Chr3-0342	PAS_chr3_0842
PP7435_Chr3-0343	PAS_chr3_0841
PP7435_Chr3-0344	PAS_chr3_0840
PP7435_Chr3-0345	PAS_chr3_0839
PP7435_Chr3-0346	PAS_chr3_0838
PP7435_Chr3-0347	
PP7435_Chr3-0348	PAS_chr3_0837
PP7435_Chr3-0349	PAS_chr3_0836
PP7435_Chr3-0350	PAS_chr3_0834
PP7435_Chr3-0351	PAS_chr3_0833
PP7435_Chr3-0352	PAS_chr3_0832
PP7435_Chr3-0353	PAS_chr3_1225
PP7435_Chr3-0354	PAS_chr3_0831
PP7435_Chr3-0355	homolog not anymore annotated
PP7435_Chr3-0356	PAS_chr3_0829
PP7435_Chr3-0357	homolog not anymore annotated
PP7435_Chr3-0358	homolog not anymore annotated
PP7435_Chr3-0359	
PP7435_Chr3-0360	PAS_chr3_0826
PP7435_Chr3-0361	PAS_chr3_0825
PP7435_Chr3-0362	PAS_chr3_1224
PP7435_Chr3-0363	PAS_chr3_0824
PP7435_Chr3-0364	PAS_chr3_0823
PP7435_Chr3-0365	PAS_chr3_1223
PP7435_Chr3-0366	PAS_chr3_0822
PP7435_Chr3-0367	homolog not anymore annotated
PP7435_Chr3-0368	PAS_chr3_0819
PP7435_Chr3-0369	PAS_chr3_0818
PP7435_Chr3-0370	PAS_chr3_0817
PP7435_Chr3-0371	PAS_chr3_0816
PP7435_Chr3-0372	PAS_chr3_0815
PP7435_Chr3-0373	PAS_chr3_0814
PP7435_Chr3-0374	PAS_chr3_0813
PP7435_Chr3-0375	
PP7435_Chr3-0376	PAS_chr3_0812
PP7435_Chr3-0380	PAS_chr3_0808
PP7435_Chr3-0381	PAS_chr3_0807
PP7435_Chr3-0382	PAS_chr3_0806
PP7435_Chr3-0383	PAS_chr3_0805
PP7435_Chr3-0384	PAS_chr3_0804
PP7435_Chr3-0385	PAS_chr3_0803
PP7435_Chr3-0386	PAS_chr3_0802
PP7435_Chr3-0387	
PP7435_Chr3-0388	PAS_chr3_0801
PP7435_Chr3-0389	homolog not anymore annotated
PP7435_Chr3-0390	no GS115 homolog
PP7435_Chr3-0391	PAS_chr3_0799
PP7435_Chr3-0392	PAS_chr3_0798
PP7435_Chr3-0393	
PP7435_Chr3-0394	PAS_chr3_0797
PP7435_Chr3-0395	PAS_chr3_0796
PP7435_Chr3-0396	PAS_chr3_0795
PP7435_Chr3-0397	PAS_chr3_1222
PP7435_Chr3-0398	PAS_chr3_0794
PP7435_Chr3-0399	PAS_chr3_0792
PP7435_Chr3-0400	PAS_chr3_0791
PP7435_Chr3-0401	PAS_chr3_0790
PP7435_Chr3-0402	PAS_chr3_0789
PP7435_Chr3-0403	PAS_chr3_0788
PP7435_Chr3-0404	PAS_chr3_0787
PP7435_Chr3-0405	
PP7435_Chr3-0406	
PP7435_Chr3-0407	PAS_chr3_0785
PP7435_Chr3-0408	PAS_chr3_0784
PP7435_Chr3-0409	PAS_chr3_0783
PP7435_Chr3-0410	PAS_chr3_0782
PP7435_Chr3-0411	PAS_chr3_1221
PP7435_Chr3-0412	PAS_chr3_0781
PP7435_Chr3-0413	PAS_chr3_1220
PP7435_Chr3-0414	PAS_chr3_0779
PP7435_Chr3-0415	PAS_chr3_0778
PP7435_Chr3-0416	PAS_chr3_0777
PP7435_Chr3-0417	PAS_chr3_0776
PP7435_Chr3-0418	PAS_chr3_0775
PP7435_Chr3-0419	PAS_chr3_0774
PP7435_Chr3-0420	PAS_chr3_0773
PP7435_Chr3-0421	PAS_chr3_0772
PP7435_Chr3-0422	PAS_chr3_0771
PP7435_Chr3-0423	PAS_chr3_0770
PP7435_Chr3-0424	PAS_chr3_0769
PP7435_Chr3-0425	PAS_chr3_0768
PP7435_Chr3-0426	PAS_chr3_0767
PP7435_Chr3-0428	PAS_chr3_0765
PP7435_Chr3-0429	PAS_chr3_0764
PP7435_Chr3-0430	PAS_chr3_0763
PP7435_Chr3-0431	PAS_chr3_0762
PP7435_Chr3-0432	PAS_chr3_0761
PP7435_Chr3-0433	PAS_chr3_0760
PP7435_Chr3-0434	PAS_chr3_0759
PP7435_Chr3-0435	PAS_chr3_0758
PP7435_Chr3-0436	PAS_chr3_0757
PP7435_Chr3-0437	PAS_chr3_0756
PP7435_Chr3-0438	PAS_chr3_0755
PP7435_Chr3-0439	PAS_chr3_0754
PP7435_Chr3-0440	PAS_chr3_0753
PP7435_Chr3-0441	PAS_chr3_0752
PP7435_Chr3-0442	PAS_chr3_1216
PP7435_Chr3-0443	PAS_chr3_0751
PP7435_Chr3-0444	PAS_chr3_0749
PP7435_Chr3-0445	PAS_chr3_0748
PP7435_Chr3-0446	PAS_chr3_0747
PP7435_Chr3-0447	PAS_chr3_0746
PP7435_Chr3-0448	PAS_chr3_0744
PP7435_Chr3-0449	PAS_chr3_0743
PP7435_Chr3-0450	PAS_chr3_0742
PP7435_Chr3-0451	PAS_chr3_0741
PP7435_Chr3-0452	homolog not anymore annotated
PP7435_Chr3-0453	no GS115 homolog
PP7435_Chr3-0454	no GS115 homolog
PP7435_Chr3-0455	PAS_chr3_0739
PP7435_Chr3-0456	PAS_chr3_0738
PP7435_Chr3-0457	PAS_chr3_0737
PP7435_Chr3-0458	PAS_chr3_0736
PP7435_Chr3-0459	
PP7435_Chr3-0460	PAS_chr3_0735
PP7435_Chr3-0461	PAS_chr3_0734
PP7435_Chr3-0462	PAS_chr3_0733
PP7435_Chr3-0463	PAS_chr3_0732
PP7435_Chr3-0464	PAS_chr3_0731
PP7435_Chr3-0465	PAS_chr3_0730
PP7435_Chr3-0466	PAS_chr3_0729
PP7435_Chr3-0467	
PP7435_Chr3-0468	PAS_chr3_0728
PP7435_Chr3-0469	PAS_chr3_0728
PP7435_Chr3-0470	PAS_chr3_0727
PP7435_Chr3-0471	PAS_chr3_0726
PP7435_Chr3-0472	PAS_chr3_0725
PP7435_Chr3-0473	PAS_chr3_0724
PP7435_Chr3-0474	PAS_chr3_0723
PP7435_Chr3-0475	PAS_chr3_1213
PP7435_Chr3-0476	PAS_chr3_0722
PP7435_Chr3-0477	PAS_chr3_1212
PP7435_Chr3-0479	homolog not anymore annotated
PP7435_Chr3-0480	PAS_chr3_0717
PP7435_Chr3-0481	PAS_chr3_0716
PP7435_Chr3-0482	PAS_chr3_0715
PP7435_Chr3-0483	PAS_chr3_0714
PP7435_Chr3-0484	PAS_chr3_0713
PP7435_Chr3-0485	PAS_chr3_0712
PP7435_Chr3-0486	homolog not anymore annotated
PP7435_Chr3-0487	PAS_chr3_0710
PP7435_Chr3-0488	PAS_chr3_0709
PP7435_Chr3-0489	no GS115 homolog
PP7435_Chr3-0490	PAS_chr3_0708
PP7435_Chr3-0491	PAS_chr3_0707
PP7435_Chr3-0492	PAS_chr3_0706
PP7435_Chr3-0493	PAS_chr3_0705
PP7435_Chr3-0494	PAS_chr3_0704
PP7435_Chr3-0495	PAS_chr3_0703
PP7435_Chr3-0496	PAS_chr3_1211
PP7435_Chr3-0497	PAS_chr3_1210
PP7435_Chr3-0498	PAS_chr3_0702
PP7435_Chr3-0499	PAS_chr3_0701
PP7435_Chr3-0500	PAS_chr3_0700
PP7435_Chr3-0501	PAS_chr3_0699
PP7435_Chr3-0502	PAS_chr3_0698
PP7435_Chr3-0503	PAS_chr3_0697
PP7435_Chr3-0505	PAS_chr3_1209
PP7435_Chr3-0506	PAS_chr3_0693
PP7435_Chr3-0507	PAS_chr3_0692
PP7435_Chr3-0508	PAS_chr3_0691
PP7435_Chr3-0509	no GS115 homolog
PP7435_Chr3-0510	PAS_chr3_0690
PP7435_Chr3-0511	PAS_chr3_0689
PP7435_Chr3-0512	PAS_chr3_0688
PP7435_Chr3-0513	PAS_chr3_0687
PP7435_Chr3-0515	PAS_chr3_0684
PP7435_Chr3-0516	PAS_chr3_0683
PP7435_Chr3-0517	PAS_chr3_0682
PP7435_Chr3-0518	PAS_chr3_0680
PP7435_Chr3-0519	PAS_chr3_0679
PP7435_Chr3-0520	PAS_chr3_0678
PP7435_Chr3-0521	PAS_chr3_0676
PP7435_Chr3-0522	PAS_chr3_0675
PP7435_Chr3-0523	PAS_chr3_1208
PP7435_Chr3-0524	PAS_chr3_0674
PP7435_Chr3-0525	PAS_chr3_0673
PP7435_Chr3-0526	PAS_chr3_0672
PP7435_Chr3-0527	PAS_chr3_0671
PP7435_Chr3-0528	
PP7435_Chr3-0529	PAS_chr3_0670
PP7435_Chr3-0530	PAS_chr3_0669
PP7435_Chr3-0531	PAS_chr3_0668
PP7435_Chr3-0532	PAS_chr3_1207
PP7435_Chr3-0533	PAS_chr3_0667
PP7435_Chr3-0534	PAS_chr3_0666
PP7435_Chr3-0535	PAS_chr3_0665
PP7435_Chr3-0536	PAS_chr3_0664
PP7435_Chr3-0537	PAS_chr3_0663
PP7435_Chr3-0538	PAS_chr3_0662
PP7435_Chr3-0539	PAS_chr3_0661
PP7435_Chr3-0540	PAS_chr3_0660
PP7435_Chr3-0541	PAS_chr3_0659
PP7435_Chr3-0542	PAS_chr3_1206
PP7435_Chr3-0543	PAS_chr3_0657
PP7435_Chr3-0544	PAS_chr3_0656
PP7435_Chr3-0545	PAS_chr3_0655
PP7435_Chr3-0546	PAS_chr3_0654
PP7435_Chr3-0547	PAS_chr3_0653
PP7435_Chr3-0548	PAS_chr3_0652
PP7435_Chr3-0549	PAS_chr3_0651
PP7435_Chr3-0550	
PP7435_Chr3-0551	PAS_chr3_0649
PP7435_Chr3-0552	PAS_chr3_0648
PP7435_Chr3-0553	PAS_chr3_0647
PP7435_Chr3-0554	PAS_chr3_0646
PP7435_Chr3-0555	no GS115 homolog
PP7435_Chr3-0556	homolog not anymore annotated
PP7435_Chr3-0557	PAS_chr3_0644
PP7435_Chr3-0558	PAS_chr3_0643
PP7435_Chr3-0559	PAS_chr3_0642
PP7435_Chr3-0560	PAS_chr3_0641
PP7435_Chr3-0561	PAS_chr3_0640
PP7435_Chr3-0562	PAS_chr3_0639
PP7435_Chr3-0563	PAS_chr3_0638
PP7435_Chr3-0564	PAS_chr3_0637
PP7435_Chr3-0565	PAS_chr3_0636
PP7435_Chr3-0566	PAS_chr3_0635
PP7435_Chr3-0567	PAS_chr3_0634
PP7435_Chr3-0568	PAS_chr3_0633
PP7435_Chr3-0569	PAS_chr3_1205
PP7435_Chr3-0570	PAS_chr3_0632
PP7435_Chr3-0571	PAS_chr3_0631
PP7435_Chr3-0572	PAS_chr3_0630
PP7435_Chr3-0573	PAS_chr3_0629
PP7435_Chr3-0574	PAS_chr3_1204
PP7435_Chr3-0576	PAS_chr3_0627
PP7435_Chr3-0577	PAS_chr3_0626
PP7435_Chr3-0578	PAS_chr3_0625
PP7435_Chr3-0580	PAS_chr3_0622
PP7435_Chr3-0581	homolog not anymore annotated
PP7435_Chr3-0582	PAS_chr3_0620
PP7435_Chr3-0583	PAS_chr3_0619
PP7435_Chr3-0584	PAS_chr3_0618
PP7435_Chr3-0585	homolog not anymore annotated
PP7435_Chr3-0586	no GS115 homolog
PP7435_Chr3-0588	PAS_chr3_0615
PP7435_Chr3-0589	PAS_chr3_0614
PP7435_Chr3-0590	PAS_chr3_1201
PP7435_Chr3-0591	PAS_chr3_0613
PP7435_Chr3-0592	PAS_chr3_0612
PP7435_Chr3-0593	no GS115 homolog
PP7435_Chr3-0594	homolog not anymore annotated
PP7435_Chr3-0595	PAS_chr3_0610
PP7435_Chr3-0596	PAS_chr3_0609
PP7435_Chr3-0597	PAS_chr3_0608
PP7435_Chr3-0598	PAS_chr3_0607
PP7435_Chr3-0599	PAS_chr3_0606
PP7435_Chr3-0600	PAS_chr3_0605
PP7435_Chr3-0601	PAS_chr3_0604
PP7435_Chr3-0602	PAS_chr3_0603
PP7435_Chr3-0603	PAS_chr3_0602
PP7435_Chr3-0604	PAS_chr3_0601
PP7435_Chr3-0605	PAS_chr3_0600
PP7435_Chr3-0606	PAS_chr3_0599
PP7435_Chr3-0607	PAS_chr3_0598
PP7435_Chr3-0608	PAS_chr3_0597
PP7435_Chr3-0609	PAS_chr3_0596
PP7435_Chr3-0610	PAS_chr3_0595
PP7435_Chr3-0611	PAS_chr3_0594
PP7435_Chr3-0612	PAS_chr3_0593
PP7435_Chr3-0613	
PP7435_Chr3-0614	homolog not anymore annotated
PP7435_Chr3-0615	PAS_chr3_0591
PP7435_Chr3-0616	PAS_chr3_0590
PP7435_Chr3-0617	PAS_chr3_0589
PP7435_Chr3-0619	PAS_chr3_0587
PP7435_Chr3-0620	PAS_chr3_1200
PP7435_Chr3-0621	PAS_chr3_0586
PP7435_Chr3-0622	PAS_chr3_0585
PP7435_Chr3-0623	no GS115 homolog
PP7435_Chr3-0624	PAS_chr3_0584
PP7435_Chr3-0625	PAS_chr3_0583
PP7435_Chr3-0626	PAS_chr3_0581
PP7435_Chr3-0627	PAS_chr3_0579
PP7435_Chr3-0628	PAS_chr3_0578
PP7435_Chr3-0629	PAS_chr3_0577
PP7435_Chr3-0630	PAS_chr3_0576
PP7435_Chr3-0631	PAS_chr3_0575
PP7435_Chr3-0632	PAS_chr3_0574
PP7435_Chr3-0633	PAS_chr3_0573
PP7435_Chr3-0634	PAS_chr3_0572
PP7435_Chr3-0635	PAS_chr3_0571
PP7435_Chr3-0636	PAS_chr3_0570
PP7435_Chr3-0637	PAS_chr3_0569
PP7435_Chr3-0638	PAS_chr3_0568
PP7435_Chr3-0639	PAS_chr3_0567
PP7435_Chr3-0640	PAS_chr3_0566
PP7435_Chr3-0641	PAS_chr3_0565
PP7435_Chr3-0643	PAS_chr3_0562
PP7435_Chr3-0644	PAS_chr3_0561
PP7435_Chr3-0645	PAS_chr3_0560
PP7435_Chr3-0646	PAS_chr3_0560
PP7435_Chr3-0647	PAS_chr3_0559
PP7435_Chr3-0649	homolog not anymore annotated
PP7435_Chr3-0650	PAS_chr3_0554
PP7435_Chr3-0651	no GS115 homolog
PP7435_Chr3-0652	PAS_chr3_0553
PP7435_Chr3-0654	PAS_chr3_0551
PP7435_Chr3-0655	PAS_chr3_0550
PP7435_Chr3-0656	PAS_chr3_1198
PP7435_Chr3-0657	PAS_chr3_0549
PP7435_Chr3-0658	PAS_chr3_0548
PP7435_Chr3-0659	PAS_chr3_0547
PP7435_Chr3-0660	PAS_chr3_0546
PP7435_Chr3-0661	PAS_chr3_0545
PP7435_Chr3-0663	homolog not anymore annotated
PP7435_Chr3-0664	PAS_chr3_0541
PP7435_Chr3-0665	PAS_chr3_0540
PP7435_Chr3-0666	PAS_chr3_0538
PP7435_Chr3-0667	PAS_chr3_0537
PP7435_Chr3-0668	PAS_chr3_0536
PP7435_Chr3-0669	PAS_chr3_0535
PP7435_Chr3-0670	PAS_chr3_1197
PP7435_Chr3-0671	PAS_chr3_0534
PP7435_Chr3-0672	PAS_chr3_0533
PP7435_Chr3-0673	PAS_chr3_0532
PP7435_Chr3-0674	PAS_chr3_0531
PP7435_Chr3-0675	PAS_chr3_0530
PP7435_Chr3-0676	PAS_chr3_0529
PP7435_Chr3-0677	PAS_chr3_0528
PP7435_Chr3-0678	PAS_chr3_0527
PP7435_Chr3-0679	
PP7435_Chr3-0680	PAS_chr3_0526
PP7435_Chr3-0681	PAS_chr3_0525
PP7435_Chr3-0682	PAS_chr3_0524
PP7435_Chr3-0683	PAS_chr3_0523
PP7435_Chr3-0684	PAS_chr3_0522
PP7435_Chr3-0685	PAS_chr3_0521
PP7435_Chr3-0686	PAS_chr3_0520
PP7435_Chr3-0687	PAS_chr3_0519
PP7435_Chr3-0688	PAS_chr3_0518
PP7435_Chr3-0689	PAS_chr3_0517
PP7435_Chr3-0690	PAS_chr3_0516
PP7435_Chr3-0691	PAS_chr3_0515
PP7435_Chr3-0692	PAS_chr3_0514
PP7435_Chr3-0693	PAS_chr3_0513
PP7435_Chr3-0694	PAS_chr3_0512
PP7435_Chr3-0695	PAS_chr3_0511
PP7435_Chr3-0696	PAS_chr3_0510
PP7435_Chr3-0697	PAS_chr3_0509
PP7435_Chr3-0698	PAS_chr3_0508
PP7435_Chr3-0699	PAS_chr3_1196
PP7435_Chr3-0700	PAS_chr3_0507
PP7435_Chr3-0701	PAS_chr3_0506
PP7435_Chr3-0702	PAS_chr3_0505
PP7435_Chr3-0703	PAS_chr3_0504
PP7435_Chr3-0704	PAS_chr3_1195
PP7435_Chr3-0705	PAS_chr3_0503
PP7435_Chr3-0706	homolog not anymore annotated
PP7435_Chr3-0707	PAS_chr3_0501
PP7435_Chr3-0708	PAS_chr3_0500
PP7435_Chr3-0709	PAS_chr3_0499
PP7435_Chr3-0710	PAS_chr3_0498
PP7435_Chr3-0711	PAS_chr3_0497
PP7435_Chr3-0712	PAS_chr3_0496
PP7435_Chr3-0713	PAS_chr3_0495
PP7435_Chr3-0714	PAS_chr3_0494
PP7435_Chr3-0715	PAS_chr3_0493
PP7435_Chr3-0716	PAS_chr3_0492
PP7435_Chr3-0717	
PP7435_Chr3-0718	PAS_chr3_0490
PP7435_Chr3-0719	PAS_chr3_0489
PP7435_Chr3-0720	PAS_chr3_1194
PP7435_Chr3-0721	PAS_chr3_0488
PP7435_Chr3-0722	PAS_chr3_0486
PP7435_Chr3-0723	PAS_chr3_0485
PP7435_Chr3-0724	PAS_chr3_0484
PP7435_Chr3-0725	PAS_chr3_0483
PP7435_Chr3-0726	PAS_chr3_1193
PP7435_Chr3-0727	PAS_chr3_0482
PP7435_Chr3-0728	PAS_chr3_0480
PP7435_Chr3-0729	PAS_chr3_0479
PP7435_Chr3-0730	PAS_chr3_0478
PP7435_Chr3-0731	PAS_chr3_0477
PP7435_Chr3-0732	PAS_chr3_0476
PP7435_Chr3-0733	PAS_chr3_0475
PP7435_Chr3-0735	PAS_chr3_0472
PP7435_Chr3-0736	PAS_chr3_0471
PP7435_Chr3-0737	PAS_chr3_0470
PP7435_Chr3-0738	PAS_chr3_0469
PP7435_Chr3-0739	
PP7435_Chr3-0740	PAS_chr3_0468
PP7435_Chr3-0741	PAS_chr3_0467
PP7435_Chr3-0742	PAS_chr3_0466
PP7435_Chr3-0743	PAS_chr3_0465
PP7435_Chr3-0744	PAS_chr3_0464
PP7435_Chr3-0745	PAS_chr3_0463
PP7435_Chr3-0746	PAS_chr3_0462
PP7435_Chr3-0747	PAS_chr3_0461
PP7435_Chr3-0748	PAS_chr3_0460
PP7435_Chr3-0749	PAS_chr3_0459
PP7435_Chr3-0750	PAS_chr3_0458
PP7435_Chr3-0751	PAS_chr3_1192
PP7435_Chr3-0752	PAS_chr3_0457
PP7435_Chr3-0753	PAS_chr3_1191
PP7435_Chr3-0754	PAS_chr3_0456
PP7435_Chr3-0755	PAS_chr3_0455
PP7435_Chr3-0756	PAS_chr3_0454
PP7435_Chr3-0757	PAS_chr3_0453
PP7435_Chr3-0758	PAS_chr3_0452
PP7435_Chr3-0759	PAS_chr3_0451
PP7435_Chr3-0760	no GS115 homolog
PP7435_Chr3-0761	PAS_chr3_0450
PP7435_Chr3-0762	PAS_chr3_0449
PP7435_Chr3-0763	PAS_chr3_0448
PP7435_Chr3-0764	PAS_chr3_0447
PP7435_Chr3-0765	PAS_chr3_0446
PP7435_Chr3-0766	PAS_chr3_0445
PP7435_Chr3-0767	PAS_chr3_0444
PP7435_Chr3-0768	PAS_chr3_0443
PP7435_Chr3-0769	PAS_chr3_0442
PP7435_Chr3-0770	no GS115 homolog
PP7435_Chr3-0771	no GS115 homolog
PP7435_Chr3-0772	homolog not anymore annotated
PP7435_Chr3-0773	PAS_chr3_0440
PP7435_Chr3-0774	PAS_chr3_0438
PP7435_Chr3-0775	no GS115 homolog
PP7435_Chr3-0777	PAS_chr3_0434
PP7435_Chr3-0778	no GS115 homolog
PP7435_Chr3-0779	PAS_chr3_0433
PP7435_Chr3-0780	PAS_chr3_0432
PP7435_Chr3-0781	PAS_chr3_0431
PP7435_Chr3-0782	homolog not anymore annotated
PP7435_Chr3-0784	PAS_chr3_0428
PP7435_Chr3-0785	
PP7435_Chr3-0786	PAS_chr3_0427
PP7435_Chr3-0787	PAS_chr3_0426
PP7435_Chr3-0788	PAS_chr3_0425
PP7435_Chr3-0790	PAS_chr3_0423
PP7435_Chr3-0791	PAS_chr3_0422
PP7435_Chr3-0792	PAS_chr3_0421
PP7435_Chr3-0793	PAS_chr3_0420
PP7435_Chr3-0794	PAS_chr3_0419
PP7435_Chr3-0795	PAS_chr3_0418
PP7435_Chr3-0796	PAS_chr3_0417
PP7435_Chr3-0797	PAS_chr3_0416
PP7435_Chr3-0798	PAS_chr3_0415
PP7435_Chr3-0799	PAS_chr3_0414
PP7435_Chr3-0800	PAS_chr3_0413
PP7435_Chr3-0801	PAS_chr3_0412
PP7435_Chr3-0802	PAS_chr3_0411
PP7435_Chr3-0803	PAS_chr3_0410
PP7435_Chr3-0804	PAS_chr3_0409
PP7435_Chr3-0805	PAS_chr3_0408
PP7435_Chr3-0806	PAS_chr3_0407
PP7435_Chr3-0807	PAS_chr3_0406
PP7435_Chr3-0808	PAS_chr3_0405
PP7435_Chr3-0809	PAS_chr3_0404
PP7435_Chr3-0810	PAS_chr3_0403
PP7435_Chr3-0811	PAS_chr3_0402
PP7435_Chr3-0813	PAS_chr3_0399
PP7435_Chr3-0814	PAS_chr3_0398
PP7435_Chr3-0815	PAS_chr3_1187
PP7435_Chr3-0816	PAS_chr3_0397
PP7435_Chr3-0817	PAS_chr3_0396
PP7435_Chr3-0818	PAS_chr3_0395
PP7435_Chr3-0819	PAS_chr3_0394
PP7435_Chr3-0821	PAS_chr3_0391
PP7435_Chr3-0822	PAS_chr3_1186
PP7435_Chr3-0823	PAS_chr3_0390
PP7435_Chr3-0824	PAS_chr3_0389
PP7435_Chr3-0825	PAS_chr3_0388
PP7435_Chr3-0826	PAS_chr3_0387
PP7435_Chr3-0827	PAS_chr3_1185
PP7435_Chr3-0828	PAS_chr3_0386
PP7435_Chr3-0829	PAS_chr3_0385
PP7435_Chr3-0830	PAS_chr3_0384
PP7435_Chr3-0831	PAS_chr3_0383
PP7435_Chr3-0832	PAS_chr3_0382
PP7435_Chr3-0833	PAS_chr3_0381
PP7435_Chr3-0834	PAS_chr3_0380
PP7435_Chr3-0835	PAS_chr3_0379
PP7435_Chr3-0836	PAS_chr3_0378
PP7435_Chr3-0837	PAS_chr3_0377
PP7435_Chr3-0838	PAS_chr3_1184
PP7435_Chr3-0839	PAS_chr3_0376
PP7435_Chr3-0840	PAS_chr3_0375
PP7435_Chr3-0841	
PP7435_Chr3-0842	PAS_chr3_0374
PP7435_Chr3-0843	PAS_chr3_0372
PP7435_Chr3-0844	PAS_chr3_0371
PP7435_Chr3-0845	PAS_chr3_0370
PP7435_Chr3-0846	PAS_chr3_0369
PP7435_Chr3-0847	PAS_chr3_0368
PP7435_Chr3-0848	PAS_chr3_0367
PP7435_Chr3-0849	PAS_chr3_0366
PP7435_Chr3-0850	PAS_chr3_0365
PP7435_Chr3-0851	PAS_chr3_1182
PP7435_Chr3-0852	PAS_chr3_0364
